# M_main, z_main, v_vir
3.065108669657060547e+12 9.894197162311890725e-01 2.415967885116881746e+02
3.060815868356043457e+12 9.937384695960564951e-01 2.417209445858486276e+02
3.056523516019847168e+12 9.980608810306417222e-01 2.418448136362894161e+02
3.052231613570500488e+12 1.002386974311116674e+00 2.419683961512181440e+02
3.047940161920620605e+12 1.006716773193516934e+00 2.420916926126821238e+02
3.043649161994967773e+12 1.011050301393699113e+00 2.422147034960251233e+02
3.039358614716087402e+12 1.015387582602515826e+00 2.423374292703252024e+02
3.035068521011495117e+12 1.019728640479592663e+00 2.424598703982302652e+02
3.030778881802919434e+12 1.024073498666177917e+00 2.425820273363578963e+02
3.026489698027830078e+12 1.028422180762798233e+00 2.427039005346375404e+02
2.907344654098227051e+12 1.032774710357411641e+00 2.397095484904848774e+02
2.903069008545581543e+12 1.037293593298715288e+00 2.398338524409662682e+02
2.898793847440046387e+12 1.041816646136578983e+00 2.399578559418164332e+02
2.894519171797076660e+12 1.046343895035563687e+00 2.400815594648294962e+02
2.890244982633718262e+12 1.050875366135952005e+00 2.402049634748997278e+02
2.885971280965061523e+12 1.055411085559610385e+00 2.403280684302174564e+02
2.881698067829119141e+12 1.059951079384446215e+00 2.404508747815831669e+02
2.877425344240645020e+12 1.064495373694416047e+00 2.405733829737712881e+02
2.873153111237321777e+12 1.069043994531938546e+00 2.406955934442627836e+02
2.868881369854900391e+12 1.073596967925854573e+00 2.408175066240259525e+02
2.864610121134309082e+12 1.078154319884552903e+00 2.409391229373316037e+02
2.860339366107469727e+12 1.082716076412028050e+00 2.410604428021869410e+02
2.856069105822139160e+12 1.087282263483551503e+00 2.411814666297260317e+02
2.851799341320631348e+12 1.091852907069121192e+00 2.413021948248359081e+02
2.847530073654010742e+12 1.096428033118644674e+00 2.414226277857543437e+02
2.843261303871461914e+12 1.101007667575539806e+00 2.415427659044700874e+02
2.838993033034470703e+12 1.105591836362367797e+00 2.416626095663494311e+02
2.834725262195574707e+12 1.110180565404777608e+00 2.417821591507752998e+02
2.830457992419622559e+12 1.114773880609525980e+00 2.419014150305760040e+02
2.826191224766077148e+12 1.119371807885056747e+00 2.420203775725837545e+02
2.821924960310257812e+12 1.123974373119544845e+00 2.421390471370714295e+02
2.817659200115039551e+12 1.128581602212447521e+00 2.422574240785771167e+02
2.813393945259162109e+12 1.133193521045313457e+00 2.423755087451669681e+02
2.809129196816015625e+12 1.137810155505398546e+00 2.424933014790428558e+02
2.804864955867791992e+12 1.142431531471535200e+00 2.426108026161918474e+02
2.800601223501951172e+12 1.147057674819406792e+00 2.427280124865417861e+02
2.796338000804164551e+12 1.151688611429932063e+00 2.428449314141740274e+02
2.792075288861857422e+12 1.156324367187174351e+00 2.429615597172946195e+02
2.787813088771276367e+12 1.160964967970469885e+00 2.430778977080121592e+02
2.783551401623377441e+12 1.165610439671501464e+00 2.431939456927926528e+02
2.779290228517952148e+12 1.170260808180667800e+00 2.433097039721426427e+02
2.775029570556575684e+12 1.174916099394728075e+00 2.434251728407805047e+02
2.770769428849665527e+12 1.179576339210734792e+00 2.435403525875096307e+02
2.766509804502386719e+12 1.184241553541824921e+00 2.436552434955991941e+02
2.762250698628761230e+12 1.188911768304121264e+00 2.437698458425007857e+02
2.757992112351668945e+12 1.193587009416584799e+00 2.438841598998235156e+02
2.753734046781722168e+12 1.198267302825421821e+00 2.439981859339418975e+02
2.749476503048971191e+12 1.202952674470614713e+00 2.441119242051919684e+02
2.745219482271222656e+12 1.207643150321777270e+00 2.442253749687512538e+02
2.740962985585727051e+12 1.212338756343532609e+00 2.443385384737835011e+02
2.736707014121032227e+12 1.217039518528722608e+00 2.444514149642803886e+02
2.732451569014583008e+12 1.221745462878833566e+00 2.445640046785611901e+02
2.728196651398665527e+12 1.226456615421676721e+00 2.446763078497322681e+02
2.723942262425020020e+12 1.231173002184136500e+00 2.447883247050137925e+02
2.719688403240239746e+12 1.235894649220926622e+00 2.449000554664466165e+02
2.715435074992814941e+12 1.240621582607557061e+00 2.450115003507195297e+02
2.711182278836650391e+12 1.245353828437662624e+00 2.451226595691166210e+02
2.706930015924053711e+12 1.250091412831870752e+00 2.452335333277310099e+02
2.702678287419782227e+12 1.254834361922394281e+00 2.453441218270871786e+02
2.698427094487011230e+12 1.259582701870550325e+00 2.454544252625795480e+02
2.694176438287347656e+12 1.264336458867178825e+00 2.455644438244668493e+02
2.668739728322608398e+12 1.269095659110018204e+00 2.450274779606770608e+02
2.664492855095767090e+12 1.273895834805356175e+00 2.451374705549023361e+02
2.660246528062906738e+12 1.278701583762753335e+00 2.452471752281070962e+02
2.656000748417454102e+12 1.283512932850367605e+00 2.453565921537216639e+02
2.651755517365352539e+12 1.288329908955416547e+00 2.454657214996486232e+02
2.647510836107589355e+12 1.293152539005148149e+00 2.455745634287452788e+02
2.643266705868158691e+12 1.297980849936714254e+00 2.456831180981628222e+02
2.639023127848650879e+12 1.302814868749684551e+00 2.457913856605273963e+02
2.634780103277166016e+12 1.307654622449765380e+00 2.458993662626302239e+02
2.094835325030911377e+12 1.312500138103799729e+00 2.280251205754366879e+02
1.992212823459848877e+12 1.318496951812939688e+00 2.245092975467443352e+02
1.988072491131185791e+12 1.324775777248750286e+00 2.246361026223961517e+02
1.983932959153969482e+12 1.331064108050070693e+00 2.247624664256063340e+02
1.979794229588998291e+12 1.337362001412664592e+00 2.248883892304612289e+02
1.975656304511384766e+12 1.343669514617069405e+00 2.250138712980041191e+02
1.874688830182271973e+12 1.349986705039869062e+00 2.213909986789735740e+02
1.870572112987267578e+12 1.356613377796362485e+00 2.215194182247814183e+02
1.866456258133819336e+12 1.363250742761506373e+00 2.216473620895569354e+02
1.862341267923023926e+12 1.369898865922585918e+00 2.217748305175899759e+02
1.858227144664383057e+12 1.376557813397149665e+00 2.219018237382937855e+02
1.854113890682341797e+12 1.383227651426899074e+00 2.220283419660912330e+02
1.850001508303290283e+12 1.389908446402505549e+00 2.221543854008698418e+02
1.815387190345215332e+12 1.396600264836764360e+00 2.210487763951836655e+02
1.811283139630972656e+12 1.403406299526853251e+00 2.211751188547585798e+02
1.807179985371784912e+12 1.410223820074991474e+00 2.213009746930191284e+02
1.803077730010721191e+12 1.417052896482852820e+00 2.214263440593890380e+02
1.798976375996415283e+12 1.423893598925485282e+00 2.215512270881593508e+02
1.794875925789570312e+12 1.430745997745442422e+00 2.216756238983753065e+02
1.790776381853286865e+12 1.437610163475104175e+00 2.217995345942643723e+02
1.786677746666030273e+12 1.444486166816042916e+00 2.219229592647569973e+02
1.782580022715190918e+12 1.451374078658137057e+00 2.220458979839083895e+02
1.778483212500344482e+12 1.458273970076343184e+00 2.221683508107642524e+02
1.774387318526825195e+12 1.465185912346306463e+00 2.222903177896225770e+02
1.770292343318663086e+12 1.472109976927143515e+00 2.224117989497083840e+02
1.766198289389589600e+12 1.479046235515391938e+00 2.225327943061048188e+02
1.762105159294654541e+12 1.485994759961768219e+00 2.226533038582606991e+02
1.758012955578674805e+12 1.492955622363827617e+00 2.227733275916049536e+02
1.753921680789179199e+12 1.499928895047358823e+00 2.228928654771472111e+02
1.749831337505409668e+12 1.506914650522803489e+00 2.230119174707342040e+02
1.745741928306155029e+12 1.513912961543683933e+00 2.231304835140019520e+02
1.741653455782660156e+12 1.520923901089795249e+00 2.232485635340670171e+02
1.737565922529017334e+12 1.527947542387741109e+00 2.233661574438232549e+02
1.733479331158268066e+12 1.534983958888541666e+00 2.234832651415447629e+02
1.729393684289582275e+12 1.542033224292485905e+00 2.235998865112225644e+02
1.713599435731600098e+12 1.549095412529007065e+00 2.232087572114178613e+02
1.709518424511282471e+12 1.556214713078901690e+00 2.233248730334090055e+02
1.705438373396234375e+12 1.563347241184922298e+00 2.234404969798737852e+02
1.448749957647654053e+12 1.570493072899248554e+00 2.118937155026087851e+02
1.444737993985144287e+12 1.578776780423462700e+00 2.120196471649660452e+02
1.440727193703029541e+12 1.587078277202677024e+00 2.121449495910360383e+02
1.436717560392292480e+12 1.595397680655362471e+00 2.122696224896080821e+02
1.432709097656476318e+12 1.603735108701219714e+00 2.123936655450985711e+02
1.428701809121006104e+12 1.612090679751129629e+00 2.125170784172918275e+02
1.424695698417813477e+12 1.620464512748511554e+00 2.126398607418396693e+02
1.420690769203908447e+12 1.628856727142310667e+00 2.127620121297997287e+02
1.416687025155255615e+12 1.637267442907565762e+00 2.128835321677873935e+02
1.412684469960669189e+12 1.645696780570607309e+00 2.130044204182881060e+02
1.408683107328033691e+12 1.654144861203690420e+00 2.131246764194084449e+02
1.404682940978207031e+12 1.662611806450136509e+00 2.132442996851708301e+02
1.400683974660454102e+12 1.671097738500709307e+00 2.133632897050351289e+02
1.396686212124837646e+12 1.679602780164091147e+00 2.134816459448095713e+02
1.392689657156080566e+12 1.688127054801505711e+00 2.135993678455181453e+02
1.388694313542908691e+12 1.696670686407889317e+00 2.137164548245378626e+02
1.384700185105734863e+12 1.705233799558162566e+00 2.138329062746027205e+02
1.380707275678301270e+12 1.713816519459334442e+00 2.139487215644477942e+02
1.376715589101629150e+12 1.722418971975645308e+00 2.140639000390372075e+02
1.372725129245526123e+12 1.731041283589556778e+00 2.141784410188142544e+02
1.368735899996388428e+12 1.739683581441093363e+00 2.142923438001478758e+02
1.364747905257267822e+12 1.748345993337196314e+00 2.144056076552748777e+02
1.360761148947937256e+12 1.757028647763735130e+00 2.145182318323351183e+02
1.356775635017169922e+12 1.765731673870075680e+00 2.146302155550295936e+02
1.352791367424470703e+12 1.774455201517640690e+00 2.147415580230408239e+02
1.348808350143210205e+12 1.783199361285871865e+00 2.148522584119772887e+02
1.344826587182029785e+12 1.791964284437695287e+00 2.149623158728059877e+02
1.340846082548324951e+12 1.800750103007631164e+00 2.150717295327156648e+02
1.315122587354452637e+12 1.809556949728478470e+00 2.140074724882805981e+02
1.311151611648550293e+12 1.818516013093892880e+00 2.141166129751331084e+02
1.307181929097894531e+12 1.827496984864308338e+00 2.142250907071837105e+02
1.303213543908248291e+12 1.836500005987865780e+00 2.143329046782603768e+02
1.299246460315239258e+12 1.845525218223515562e+00 2.144400538561865801e+02
1.295280682557197998e+12 1.854572764214269975e+00 2.145465371834215489e+02
1.291316214917572754e+12 1.863642787401848189e+00 2.146523535758080357e+02
1.287353061679646973e+12 1.872735432144920997e+00 2.147575019238056484e+02
1.283391227156841553e+12 1.881850843662582262e+00 2.148619810916006827e+02
1.279430715677685303e+12 1.890989168081841365e+00 2.149657899174366378e+02
1.275471531603985107e+12 1.900150552409686888e+00 2.150689272130931045e+02
1.271513679306775635e+12 1.909335144599870748e+00 2.151713917643672573e+02
1.267557163181473877e+12 1.918543093534172073e+00 2.152731823306926060e+02
7.380198083058707275e+11 1.927774549021556316e+00 1.800306488957431554e+02
7.343042238229445801e+11 1.942657742317219771e+00 1.801648443733700447e+02
7.305909021697210693e+11 1.957600852196688113e+00 1.802975359308628072e+02
7.268798531969354248e+11 1.972604495846427053e+00 1.804287190001896874e+02
7.231710868165054932e+11 1.987669296910970163e+00 1.805583888611377290e+02
7.194646130042651367e+11 2.002795885634275130e+00 1.806865406403104544e+02
7.157604418106796875e+11 2.017984898965707430e+00 1.808131693096585195e+02
7.120585833342075195e+11 2.033236980834125518e+00 1.809382696865862670e+02
7.083590477613278809e+11 2.048552782138150175e+00 1.810618364313398274e+02
6.100203316927048340e+11 2.063932961050740644e+00 1.726794679653567073e+02
6.063897967835396729e+11 2.081437389626834555e+00 1.728088250782558362e+02
6.027619091569902344e+11 2.099025924497406326e+00 1.729362685653054257e+02
5.991366812206060791e+11 2.116699556492995793e+00 1.730617900445160728e+02
5.778748015006427002e+11 2.134459289486954070e+00 1.714582785353889562e+02
5.742682155585860596e+11 2.152775997124336538e+00 1.715816814889108741e+02
5.706643901045229492e+11 2.171185512985060573e+00 1.717030485666974187e+02
5.670633383145902100e+11 2.189688967716584500e+00 1.718223696321360308e+02
5.634650734524290771e+11 2.208287508102727781e+00 1.719396342483346984e+02
5.598696088660419922e+11 2.226982297507277941e+00 1.720548316744978479e+02
5.562769579947524414e+11 2.245774516269279708e+00 1.721679508616283272e+02
5.526871343735533447e+11 2.264665362125205306e+00 1.722789804482371494e+02
5.491001516197373657e+11 2.283656050733837262e+00 1.723879087563640553e+02
5.455160234422460327e+11 2.302747816094155908e+00 1.724947237866894056e+02
5.256362430087952881e+11 2.321941911033660322e+00 1.708514801120650759e+02
5.220711911480464478e+11 2.341754134231378348e+00 1.709554392493941748e+02
5.185091004879077148e+11 2.361676894163020179e+00 1.710571493783327242e+02
5.149499855095269775e+11 2.381711612572348091e+00 1.711565961587124320e+02
5.113938608107836304e+11 2.401859734344408359e+00 1.712537648656564500e+02
5.078407410626329346e+11 2.422122728377953393e+00 1.713486403840935566e+02
5.042906410400278320e+11 2.442502088055847675e+00 1.714412072009060921e+02
5.007435756154254761e+11 2.462999331949351056e+00 1.715314493979741144e+02
4.971995597423857422e+11 2.483616004595806892e+00 1.716193506450129291e+02
4.936586084786743164e+11 2.504353677071525563e+00 1.717048941911794486e+02
4.901207369672345581e+11 2.525213947824798577e+00 1.717880628573171293e+02
4.865859604491829834e+11 2.546198443351233021e+00 1.718688390272386357e+02
4.830542942618741455e+11 2.567308818979104235e+00 1.719472046390669391e+02
4.795257538270732422e+11 2.588546759726546576e+00 1.720231411761469076e+02
4.760003546513559570e+11 2.609913981131269267e+00 1.720966296577497872e+02
4.724781123557204590e+11 2.631412229906307854e+00 1.721676506283425283e+02
4.689590426389539185e+11 2.653043285046294830e+00 1.722361841483889577e+02
4.654431612947743530e+11 2.674808958616668342e+00 1.723022097831361350e+02
4.619304842019416504e+11 2.696711096747141490e+00 1.723657065917804800e+02
4.584210273361708374e+11 2.718751580522227318e+00 1.724266531158243936e+02
4.549148067624002075e+11 2.740932327015626502e+00 1.724850273671479215e+02
4.514118386221268921e+11 2.763255290406229303e+00 1.725408068160013499e+02
4.479121391593643799e+11 2.785722462870828142e+00 1.725939683776061884e+02
4.444157246931129150e+11 2.808335875854281571e+00 1.726444883991656525e+02
4.409226116428934937e+11 2.831097601046223211e+00 1.726923426457097435e+02
4.374328164961359863e+11 2.854009751760448577e+00 1.727375062859768775e+02
4.339463558356913452e+11 2.877074483980960107e+00 1.727799538772159735e+02
4.304632463189364014e+11 2.900293997748782715e+00 1.728196593496780054e+02
4.085457398666497803e+11 2.923670538469170133e+00 1.703318326741868134e+02
3.869573741394193115e+11 2.948113871049559798e+00 1.677855844317419951e+02
3.835214408088898926e+11 2.973716333209209139e+00 1.678169058689752831e+02
3.800891093070057373e+11 2.999510631887451151e+00 1.678449701543253241e+02
3.766603972519544067e+11 3.025499874045353366e+00 1.678697405516261938e+02
3.732353222810431519e+11 3.051687240060046769e+00 1.678911793242921249e+02
3.698139020524614258e+11 3.078075986166369127e+00 1.679092477043664928e+02
3.663961542440972900e+11 3.104669447042216479e+00 1.679239058606602271e+02
3.629820965470844727e+11 3.131471038511563609e+00 1.679351128648693248e+02
3.595717466633526611e+11 3.158484260356839712e+00 1.679428266567072399e+02
3.561651222793837891e+11 3.185712699420974126e+00 1.679470040070812331e+02
3.527622410763266602e+11 3.213160032562031088e+00 1.679476004797175790e+02
3.493631207092847290e+11 3.240830029984772764e+00 1.679445703910520535e+02
3.459677788180764771e+11 3.268726558449909891e+00 1.679378667680653905e+02
3.425762329888331299e+11 3.296853585042903489e+00 1.679274413042880099e+02
3.391885007653078003e+11 3.325215180693439354e+00 1.679132443137217194e+02
3.358045996339019165e+11 3.353815524069126752e+00 1.678952246824464680e+02
3.324245470008818970e+11 3.382658905713977759e+00 1.678733298178201210e+02
3.290483601913653564e+11 3.411749732201059704e+00 1.678475055955279913e+02
3.256760564334183350e+11 3.441092530587889442e+00 1.678176963036122515e+02
3.223076528364180908e+11 3.470691953147935216e+00 1.677838445839611552e+02
3.189431663817410889e+11 3.500552782202027480e+00 1.677458913706880992e+02
3.155826139119841919e+11 3.530679935219407817e+00 1.677037758259008058e+02
3.122260120961152344e+11 3.561078470346243474e+00 1.676574352711949700e+02
3.088733774156722412e+11 3.591753592034966136e+00 1.676068051162446295e+02
3.055247261626467285e+11 3.622710656846590105e+00 1.675518187839862776e+02
3.021800743972998047e+11 3.653955179903535910e+00 1.674924076310248040e+02
2.988394379176325684e+11 3.685492841565166433e+00 1.674285008639909904e+02
2.788005313736652222e+11 3.717329494145581670e+00 1.641455259012758745e+02
2.754885174878842163e+11 3.751114545676901724e+00 1.640684579501197788e+02
2.721806331481396484e+11 3.785244765845297898e+00 1.639862325015286899e+02
2.688768904927561646e+11 3.819727698032142182e+00 1.638987562493065298e+02
2.655773010407998657e+11 3.854571141012482549e+00 1.638059326181457322e+02
2.622818756668141479e+11 3.889783160823450991e+00 1.637076616110451539e+02
2.589906245117377930e+11 3.925372104044061228e+00 1.636038396460878630e+02
2.557035569411482544e+11 3.961346611317183353e+00 1.634943593840528706e+02
2.524206814738702698e+11 3.997715631984784412e+00 1.633791095439883065e+02
2.491420057067532349e+11 4.034488439692776929e+00 1.632579747075501473e+02
2.458675362544786377e+11 4.071674648741061553e+00 1.631308351106669363e+02
2.425972786562033081e+11 4.109284231821241917e+00 1.629975664202653718e+02
2.393312372766887512e+11 4.147327538950014159e+00 1.628580394961236664e+02
2.360694152204690552e+11 4.185815317446418327e+00 1.627121201371132031e+02
2.328118142344904480e+11 4.224758733306349434e+00 1.625596688092650766e+02
2.295584345685800476e+11 4.264169394508380506e+00 1.624005403533314222e+02
2.263092748825751038e+11 4.304059375285801181e+00 1.622345836739019092e+02
2.230643320858182983e+11 4.344441242838416706e+00 1.620616414024732137e+02
2.198236012102519531e+11 4.385328085474790250e+00 1.618815495382636129e+02
2.165870752370325928e+11 4.426733543270712445e+00 1.616941370596780700e+02
2.133547449325654907e+11 4.468671840762675984e+00 1.614992255072422438e+02
2.101265986604685059e+11 4.511157822262639172e+00 1.612966285330672633e+02
2.069026221635771484e+11 4.554206990157639190e+00 1.610861514139832025e+02
2.036827983454965820e+11 4.597835546003612883e+00 1.608675905259204342e+02
2.004671070261817932e+11 4.642060435040475497e+00 1.606407327745261000e+02
1.972555246731914368e+11 4.686899394419250520e+00 1.604053549777242438e+02
1.940480240891075439e+11 4.732371005776948358e+00 1.601612231939936919e+02
1.908445740934918213e+11 4.778494751996920087e+00 1.599080919933465168e+02
1.876451391704978943e+11 4.825291078987882898e+00 1.596457036630367554e+02
1.844496790614387512e+11 4.872781463290920101e+00 1.593737873393206996e+02
1.812581483244698792e+11 4.920988485760296349e+00 1.590920580589514657e+02
1.780704958577954712e+11 4.969935911998648592e+00 1.588002157214251042e+02
1.748866643533568726e+11 5.019648780746074124e+00 1.584979439486112369e+02
1.021594425408883667e+11 5.070153500645179889e+00 1.330440833890841361e+02
9.901276799659954834e+10 5.152344055501490772e+00 1.325443912856135000e+02
9.586180608826185608e+10 5.237013007997627589e+00 1.320146913890694407e+02
9.270544210048152161e+10 5.324342566431016444e+00 1.314528220980379842e+02
8.954238685373120117e+10 5.414538004685214290e+00 1.308563385401633923e+02
8.637114084487731934e+10 5.507831991282344575e+00 1.302224577328824182e+02
8.318994859388925171e+10 5.604490030769775366e+00 1.295479892585177026e+02
7.999673997206094360e+10 5.704817383928986629e+00 1.288292465264480882e+02
7.678905358747941589e+10 5.809167996149276370e+00 1.280619315150907767e+02
4.277732126912429047e+10 5.917956196549210901e+00 1.062045749370566341e+02
4.014463935772792816e+10 6.063623256096591696e+00 1.050613796714585817e+02
3.763036359045630646e+10 6.209940013839276851e+00 1.038733692045314569e+02
3.522905537462932587e+10 6.356920074213358696e+00 1.026394529919012086e+02
3.293536541543566132e+10 6.504578012880993576e+00 1.013581082851358133e+02
3.074399951524597931e+10 6.652929575922872374e+00 1.000272773968984552e+02
2.864967353049308014e+10 6.801991926233231567e+00 9.864422551104453873e+01
2.664705172794149780e+10 6.951783955524050818e+00 9.720533941695157409e+01
2.473065893007602692e+10 7.102326688781878339e+00 9.570583476352089747e+01
2.289474969756347275e+10 7.253643823090717646e+00 9.413931597243011140e+01
2.113310379654203415e+10 7.405762467521504355e+00 9.249708741730781014e+01
1.943868783647702408e+10 7.558714196907605043e+00 9.076701992691504017e+01
