# M_main, z_main, v_vir
9.943137153070154688e+13 1.847493995191660382e-02 5.875185309564185445e+02
9.942719902087900000e+13 1.862573097910419015e-02 5.875400618977474778e+02
9.942302649652639062e+13 1.877651126840070711e-02 5.875615897155264520e+02
9.941885395764503125e+13 1.892728082922101596e-02 5.875831144111796220e+02
9.941468140423628125e+13 1.907803967096964592e-02 5.876046359861294377e+02
9.941050883630148438e+13 1.922878780303128796e-02 5.876261544417950518e+02
9.940633625384198438e+13 1.937952523481071415e-02 5.876476697795997097e+02
9.940216365685317188e+13 1.953025197587835576e-02 5.876691820009875755e+02
9.939799104533640625e+13 1.968096803562972841e-02 5.876906911073809852e+02
9.939381841928709375e+13 1.983167342362789770e-02 5.877121971002236478e+02
9.938964577870954688e+13 1.998236814911990081e-02 5.877336999809149347e+02
9.938547312359917188e+13 2.013305222166337713e-02 5.877551997508978729e+02
9.938130045396028125e+13 2.028372565049429629e-02 5.877766964115701285e+02
9.937712776978826562e+13 2.043438844514211539e-02 5.877981899643705219e+02
9.937295507108745312e+13 2.058504061483365857e-02 5.878196804106950140e+02
9.936878235784732812e+13 2.073568216930874245e-02 5.878411677520127796e+02
9.936460963007514062e+13 2.088631311763641113e-02 5.878626519896956779e+02
9.936043688777225000e+13 2.103693346912725165e-02 5.878841331251517204e+02
9.934522246130232812e+13 2.118754323328403064e-02 5.878838319592304060e+02
9.934104965147078125e+13 2.133816172636165270e-02 5.879053089164206085e+02
9.933687682710232812e+13 2.148876964795390018e-02 5.879267827749503112e+02
9.933270398819532812e+13 2.163936700742987232e-02 5.879482535362345743e+02
9.932853113474815625e+13 2.178995381414844390e-02 5.879697212016866388e+02
9.932435826676806250e+13 2.194053007715472681e-02 5.879911857726755215e+02
9.932018538425048438e+13 2.209109580589027969e-02 5.880126472506258324e+02
9.931601248719082812e+13 2.224165100979591178e-02 5.880341056369617263e+02
9.931183957559042188e+13 2.239219569809233409e-02 5.880555609330764355e+02
9.930766664945356250e+13 2.254272987989650728e-02 5.880770131403485266e+02
9.930349370877864062e+13 2.269325356451564607e-02 5.880984622601829415e+02
9.929932075355809375e+13 2.284376676146044130e-02 5.881199082940133849e+02
9.929514778380214062e+13 2.299426947960567236e-02 5.881413512431835215e+02
9.929097479950325000e+13 2.314476172844737514e-02 5.881627911091244414e+02
9.928680180065979688e+13 2.329524351725971790e-02 5.881842278932361978e+02
9.928262878727606250e+13 2.344571485510072925e-02 5.882056615968873530e+02
9.927845575934746875e+13 2.359617575134244707e-02 5.882270922214920574e+02
9.927428271687534375e+13 2.374662621512379015e-02 5.882485197684295599e+02
9.927010965985806250e+13 2.389706625569356507e-02 5.882699442390959348e+02
9.926593658829401562e+13 2.404749588228102808e-02 5.882913656348833911e+02
9.926176350219045312e+13 2.419791510380777874e-02 5.883127839571416189e+02
9.925759040153981250e+13 2.434832392969826786e-02 5.883341992072901121e+02
9.925341728634048438e+13 2.449872236915715679e-02 5.883556113867173281e+02
9.924924415659675000e+13 2.464911043119202838e-02 5.883770204967848940e+02
9.924507101230698438e+13 2.479948812497798083e-02 5.883984265388756967e+02
9.924089785346957812e+13 2.494985545971214330e-02 5.884198295143777386e+02
9.923672468008289062e+13 2.510021244457404099e-02 5.884412294246757256e+02
9.923255149214529688e+13 2.525055908873126073e-02 5.884626262711520894e+02
9.922837828966109375e+13 2.540089540112045949e-02 5.884840200551560656e+02
9.922420507262865625e+13 2.555122139091181230e-02 5.885054107780711092e+02
9.922003184104339062e+13 2.570153706735515270e-02 5.885267984412912483e+02
9.921585859490959375e+13 2.585184243937786383e-02 5.885481830461646950e+02
9.921168533421971875e+13 2.600213751630885833e-02 5.885695645940955956e+02
9.920751205898101562e+13 2.615242230695833531e-02 5.885909430864153364e+02
9.920333876919482812e+13 2.630269682033226780e-02 5.886123185244828164e+02
9.919916546485359375e+13 2.645296106575028075e-02 5.886336909097011585e+02
9.919499214596162500e+13 2.660321505209554266e-02 5.886550602434115262e+02
9.919081881251431250e+13 2.675345878855545090e-02 5.886764265269972611e+02
9.918664546451595312e+13 2.690369228401586973e-02 5.886977897618006637e+02
9.918247210196492188e+13 2.705391554752450620e-02 5.887191499491843842e+02
9.917829872485664062e+13 2.720412858826898664e-02 5.887405070905327875e+02
9.917412533319539062e+13 2.735433141509596711e-02 5.887618611871813528e+02
9.916995192697659375e+13 2.750452403714308269e-02 5.887832122405053497e+02
9.916577850619565625e+13 2.765470646356623860e-02 5.888045602518839132e+02
9.916160507085981250e+13 2.780487870308145579e-02 5.888259052226334234e+02
9.915743162097337500e+13 2.795504076450143482e-02 5.888472471540836750e+02
9.915325815652582812e+13 2.810519265716352605e-02 5.888685860476387006e+02
9.914908467752145312e+13 2.825533438985500592e-02 5.888899219046239750e+02
9.914491118395567188e+13 2.840546597169350471e-02 5.889112547264126079e+02
9.914073767583278125e+13 2.855558741144093721e-02 5.889325845143255265e+02
9.913656415314818750e+13 2.870569871819892219e-02 5.889539112697333394e+02
9.913239061590618750e+13 2.885579990073033202e-02 5.889752349939579972e+02
9.912821706410217188e+13 2.900589096811704085e-02 5.889965556883664703e+02
9.912404349773748438e+13 2.915597192920120484e-02 5.890178733542910550e+02
9.911986991681346875e+13 2.930604279283392788e-02 5.890391879930658661e+02
9.911569632132254688e+13 2.945610356817585790e-02 5.890604996060685608e+02
9.911152271126901562e+13 2.960615426394634653e-02 5.890818081946139273e+02
9.910734908665126562e+13 2.975619488907909477e-02 5.891031137600473357e+02
9.910317544747060938e+13 2.990622545238967242e-02 5.891244163036971031e+02
9.909900179372837500e+13 3.005624596268385504e-02 5.891457158268899548e+02
9.909482812541996875e+13 3.020625642897046409e-02 5.891670123309809242e+02
9.909065444254970312e+13 3.035625685993490266e-02 5.891883058172796837e+02
9.908648074511296875e+13 3.050624726457014727e-02 5.892095962871388792e+02
9.908230703310517188e+13 3.065622765188560570e-02 5.892308837419144538e+02
9.907813330653060938e+13 3.080619803051301911e-02 5.892521681829063027e+02
9.907395956539653125e+13 3.095615840901860122e-02 5.892734496114075000e+02
9.906978580968945312e+13 3.110610879668470469e-02 5.892947280288109368e+02
9.906561203941664062e+13 3.125604920204119730e-02 5.893160034364035482e+02
9.906143825457348438e+13 3.140597963403367332e-02 5.893372758355297947e+02
9.905726445516726562e+13 3.155590010118194261e-02 5.893585452274750196e+02
9.905309064118448438e+13 3.170581061273487072e-02 5.893798116136268845e+02
9.904891681263535938e+13 3.185571117710334771e-02 5.894010749952554988e+02
9.904474296951528125e+13 3.200560180318842013e-02 5.894223353736979334e+02
9.904056911182264062e+13 3.215548249979939543e-02 5.894435927502801178e+02
9.903639523955579688e+13 3.230535327573588744e-02 5.894648471263257079e+02
9.903222135272200000e+13 3.245521413946329814e-02 5.894860985031108385e+02
9.902804745131368750e+13 3.260506509998005453e-02 5.895073468819873597e+02
9.902387353533220312e+13 3.275490616595227999e-02 5.895285922642594869e+02
9.901969960477884375e+13 3.290473734604203865e-02 5.895498346512312082e+02
9.901552565965201562e+13 3.305455864900240515e-02 5.895710740442185624e+02
9.899401345795812500e+13 3.320437008358799458e-02 5.895578932094196034e+02
9.898983942313271875e+13 3.335420191825835129e-02 5.895791297699501001e+02
9.898566537373101562e+13 3.350402389777144135e-02 5.896003633393791006e+02
9.898149130975434375e+13 3.365383603075338542e-02 5.896215939190045674e+02
9.897731723120107812e+13 3.380363832593440143e-02 5.896428215101391288e+02
9.897314313806365625e+13 3.395343079223446525e-02 5.896640461141215610e+02
9.896896903034637500e+13 3.410321343815764933e-02 5.896852677322323188e+02
9.896479490805350000e+13 3.425298627218909681e-02 5.897064863657486740e+02
9.896062077117453125e+13 3.440274930335783521e-02 5.897277020160252050e+02
9.895644661971375000e+13 3.455250254012234845e-02 5.897489146843348635e+02
9.895227245367840625e+13 3.470224599085146994e-02 5.897701243719382092e+02
9.894809827306093750e+13 3.485197966443543544e-02 5.897913310801699254e+02
9.894392407785675000e+13 3.500170356963563240e-02 5.898125348103450278e+02
9.893974986807309375e+13 3.515141771480524008e-02 5.898337355637222572e+02
9.893557564370537500e+13 3.530112210868648764e-02 5.898549333416136733e+02
9.893140140475195312e+13 3.545081675992449444e-02 5.898761281453181482e+02
9.892722715121118750e+13 3.560050167716041769e-02 5.898973199761345541e+02
9.892305288309329688e+13 3.575017686860313543e-02 5.899185088352998036e+02
9.891887860038479688e+13 3.589984234328437440e-02 5.899396947241666567e+02
9.891470430309293750e+13 3.604949810950197620e-02 5.899608776439843041e+02
9.891052999121607812e+13 3.619914417586823918e-02 5.899820575960469569e+02
9.890635566474962500e+13 3.634878055108274608e-02 5.900032345816599673e+02
9.888196997023317188e+13 3.649840724353024812e-02 5.899842139904668556e+02
9.887779554395523438e+13 3.664805953102430458e-02 5.900053887145195404e+02
9.887362110308967188e+13 3.679770214805896944e-02 5.900265604747364705e+02
9.886944664763187500e+13 3.694733510334012594e-02 5.900477292724250447e+02
9.886527217758021875e+13 3.709695840542267392e-02 5.900688951088694694e+02
9.886109769293898438e+13 3.724657206264544995e-02 5.900900579853228010e+02
9.885692319370653125e+13 3.739617608356858580e-02 5.901112179030709513e+02
9.885274867987825000e+13 3.754577047685065533e-02 5.901323748634130197e+02
9.884857415145843750e+13 3.769535525080582733e-02 5.901535288675984248e+02
9.884439960844545312e+13 3.784493041396952417e-02 5.901746799169085307e+02
9.884022505083765625e+13 3.799449597485843322e-02 5.901958280126215186e+02
9.883605047863637500e+13 3.814405194189231241e-02 5.902169731560027230e+02
9.883187589183701562e+13 3.829359832368054578e-02 5.902381153483427170e+02
9.882770129044089062e+13 3.844313512862959636e-02 5.902592545909049022e+02
9.882352667444931250e+13 3.859266236510492526e-02 5.902803908849441541e+02
9.881935204386360938e+13 3.874218004151272488e-02 5.903015242317243292e+02
9.881517739867918750e+13 3.889168816642835785e-02 5.903226546325305435e+02
9.881100273889735938e+13 3.904118674821134560e-02 5.903437820886180134e+02
9.880682806451354688e+13 3.919067579543491359e-02 5.903649066012719686e+02
9.880265337553200000e+13 3.934015531634679763e-02 5.903860281717315956e+02
9.879847867195406250e+13 3.948962531929133685e-02 5.904071468012498372e+02
9.879430395377512500e+13 3.963908581281726934e-02 5.904282624911080575e+02
9.879012922099946875e+13 3.978853680514237573e-02 5.904493752425404409e+02
9.878595447361954688e+13 3.993797830492297474e-02 5.904704850568442680e+02
9.878177971163665625e+13 4.008741032046591463e-02 5.904915919352658875e+02
9.877760493505509375e+13 4.023683285997572967e-02 5.905126958790377785e+02
9.877343014387025000e+13 4.038624593196356999e-02 5.905337968894353935e+02
9.876925533808345312e+13 4.053564954471752108e-02 5.905548949677020119e+02
9.876508051769009375e+13 4.068504370675593562e-02 5.905759901151150189e+02
9.876090568269150000e+13 4.083442842634823350e-02 5.905970823329147379e+02
9.875673083309195312e+13 4.098380371165417924e-02 5.906181716223263720e+02
9.875255596888389062e+13 4.113316957126260387e-02 5.906392579846357194e+02
9.874838109007454688e+13 4.128252601322913995e-02 5.906603414210536585e+02
9.874420619666228125e+13 4.143187304589925762e-02 5.906814219328308582e+02
9.874003128863657812e+13 4.158121067794522813e-02 5.907024995212644853e+02
9.873585636600764062e+13 4.173053891728711190e-02 5.907235741875456370e+02
9.873168142876789062e+13 4.187985777246899799e-02 5.907446459329527215e+02
9.872750647692456250e+13 4.202916725150752930e-02 5.907657147586901374e+02
9.872333151047012500e+13 4.217846736293560245e-02 5.907867806660350425e+02
9.871915652940882812e+13 4.232775811485533363e-02 5.908078436562032039e+02
9.871498153373904688e+13 4.247703951557309232e-02 5.908289037304393787e+02
9.871080652345912500e+13 4.262631157339338839e-02 5.908499608899879831e+02
9.870663149857334375e+13 4.277557429638876446e-02 5.908710151360600094e+02
9.867385134697359375e+13 4.292482769307529727e-02 5.908349785056926748e+02
9.866967619273818750e+13 4.307412166530982800e-02 5.908560321010290863e+02
9.866550102388665625e+13 4.322340632119097553e-02 5.908770827849443776e+02
9.866132584042034375e+13 4.337268166887955911e-02 5.908981305586617054e+02
9.865715064234350000e+13 4.352194771643984328e-02 5.909191754233911524e+02
9.865297542964560938e+13 4.367120447244293019e-02 5.909402173804130598e+02
9.864880020233685938e+13 4.382045194471940325e-02 5.909612564309039726e+02
9.864462496040675000e+13 4.396969014183481350e-02 5.909822925761440047e+02
9.864044970385656250e+13 4.411891907192238421e-02 5.910033258173517652e+02
9.863627443269354688e+13 4.426813874289463324e-02 5.910243561557148269e+02
9.863209914690718750e+13 4.441734916329497657e-02 5.910453835925094381e+02
9.862792384650176562e+13 4.456655034113255615e-02 5.910664081289369278e+02
9.862374853147857812e+13 4.471574228451125760e-02 5.910874297662111303e+02
9.861957320183895312e+13 4.486492500154055235e-02 5.911084485055474715e+02
9.861539785757828125e+13 4.501409850051007328e-02 5.911294643481852518e+02
9.861122249869195312e+13 4.516326278972609271e-02 5.911504772953672955e+02
9.860704712518425000e+13 4.531241787715566127e-02 5.911714873482876555e+02
9.860287173705351562e+13 4.546156377097549522e-02 5.911924945081701708e+02
9.855025342230451562e+13 4.561070047935868871e-02 5.911166591077519570e+02
9.854607783523271875e+13 4.575991254297342298e-02 5.911376692365515737e+02
9.854190223353162500e+13 4.590911542654114302e-02 5.911586764731322319e+02
9.853772661720254688e+13 4.605830913811141680e-02 5.911796808186984435e+02
9.853355098624384375e+13 4.620749368584146227e-02 5.912006822744706369e+02
9.852937534065385938e+13 4.635666907788673491e-02 5.912216808416692402e+02
9.852519968043095312e+13 4.650583532238803525e-02 5.912426765215117257e+02
9.852102400557642188e+13 4.665499242737872893e-02 5.912636693152005591e+02
9.851684831608862500e+13 4.680414040098507950e-02 5.912846592239512802e+02
9.851267261196889062e+13 4.695327925122593643e-02 5.913056462489641945e+02
9.850849689321554688e+13 4.710240898620569883e-02 5.913266303914502942e+02
9.850432115982990625e+13 4.725152961394895462e-02 5.913476116526118176e+02
9.850014541181034375e+13 4.740064114254745331e-02 5.913685900336583927e+02
9.849596964915223438e+13 4.754974358020605529e-02 5.913895655358157910e+02
9.849179387186281250e+13 4.769883693469796626e-02 5.914105381602490752e+02
9.848761807993746875e+13 4.784792121420807648e-02 5.914315079081810609e+02
9.848344227337159375e+13 4.799699642691585694e-02 5.914524747808334268e+02
9.847926645216945312e+13 4.814606258067486572e-02 5.914734387793816950e+02
9.847509061633237500e+13 4.829511968345728823e-02 5.914943999050195771e+02
9.847091476585573438e+13 4.844416774341728932e-02 5.915153581589643181e+02
9.846673890074085938e+13 4.859320676849060439e-02 5.915363135424026950e+02
9.846256302098903125e+13 4.874223676661499499e-02 5.915572660565221668e+02
9.845838712659567188e+13 4.889125774595055179e-02 5.915782157025420247e+02
9.845421121755910938e+13 4.904026971450053257e-02 5.915991624816570038e+02
9.845003529388362500e+13 4.918927268009026105e-02 5.916201063950392154e+02
9.844585935556756250e+13 4.933826665072885836e-02 5.916410474438850997e+02
9.844168340261223438e+13 4.948725163432555335e-02 5.916619856293773410e+02
9.843750743501304688e+13 4.963622763898434959e-02 5.916829209527257945e+02
9.843333145277128125e+13 4.978519467260017484e-02 5.917038534151109843e+02
9.842915545588529688e+13 4.993415274315533836e-02 5.917247830177250307e+02
9.842497944435640625e+13 5.008310185853231955e-02 5.917457097617466388e+02
9.842080341818592188e+13 5.023204202659913714e-02 5.917666336483521263e+02
9.841662737736923438e+13 5.038097325543319793e-02 5.917875546787468011e+02
9.841245132191060938e+13 5.052989555277542788e-02 5.918084728540883361e+02
9.840827525180543750e+13 5.067880892670547505e-02 5.918293881755831762e+02
9.840409916705206250e+13 5.082771338515736093e-02 5.918503006444155972e+02
9.839992306765475000e+13 5.097660893586353908e-02 5.918712102617420214e+02
9.839574695360889062e+13 5.112549558687312645e-02 5.918921170287637779e+02
9.839157082492173438e+13 5.127437334580441097e-02 5.919130209466213728e+02
9.838739468158273438e+13 5.142324222088674041e-02 5.919339220165401230e+02
9.838321852359614062e+13 5.157210221982971160e-02 5.919548202396731540e+02
9.837904235095735938e+13 5.172095335064670618e-02 5.919757156172157693e+02
9.837486616367065625e+13 5.186979562103683633e-02 5.919966081503191617e+02
9.837068996173437500e+13 5.201862903889205997e-02 5.920174978401613544e+02
9.836651374514982812e+13 5.216745361199914832e-02 5.920383846879053635e+02
9.836233751391240625e+13 5.231626934834317927e-02 5.920592686947419452e+02
9.835816126802340625e+13 5.246507625570046712e-02 5.920801498618327514e+02
9.835398500748120312e+13 5.261387434194568502e-02 5.921010281903533041e+02
9.834980873228707812e+13 5.276266361484106826e-02 5.921219036814625269e+02
9.834563244243937500e+13 5.291144408223440870e-02 5.921427763363312806e+02
9.834145613793645312e+13 5.306021575198473922e-02 5.921636461561324722e+02
9.833727981878553125e+13 5.320897863162427077e-02 5.921845131419926247e+02
9.833310348497904688e+13 5.335773272919228094e-02 5.922053772951090878e+02
9.832892713651237500e+13 5.350647805263390733e-02 5.922262386166661372e+02
9.832475077339273438e+13 5.365521460946399979e-02 5.922470971077879085e+02
9.832057439561554688e+13 5.380394240760270202e-02 5.922679527696549258e+02
9.831639800318504688e+13 5.395266145464346769e-02 5.922888056034009878e+02
9.831222159609662500e+13 5.410137175851067320e-02 5.923096556102075283e+02
9.830804517435159375e+13 5.425007332690190420e-02 5.923305027912239211e+02
9.830386873795125000e+13 5.439876616749682314e-02 5.923513471475954475e+02
9.829969228689098438e+13 5.454745028819698444e-02 5.923721886805003578e+02
9.829551582117210938e+13 5.469612569667903906e-02 5.923930273910837059e+02
9.829133934079296875e+13 5.484479240072343692e-02 5.924138632805064617e+02
9.828716284575781250e+13 5.499345040787120831e-02 5.924346963498935565e+02
9.828298633605907812e+13 5.514209972610673721e-02 5.924555266004340410e+02
9.827880981170398438e+13 5.529074036286098920e-02 5.924763540332382945e+02
9.827463327268792188e+13 5.543937232600461285e-02 5.924971786494791104e+02
9.417605515434793750e+13 5.558799562337213285e-02 5.841719799179753636e+02
9.417186399575206250e+13 5.574407839065845249e-02 5.841935629872143636e+02
9.416767282199690625e+13 5.590015157965873976e-02 5.842151429950367856e+02
9.416348163307773438e+13 5.605621519944455067e-02 5.842367199427758351e+02
9.415929042899570312e+13 5.621226925882785025e-02 5.842582938317268599e+02
9.415509920975492188e+13 5.636831376655099257e-02 5.842798646631785005e+02
9.415090797534773438e+13 5.652434873175634505e-02 5.843014324384726024e+02
9.414671672578118750e+13 5.668037416304193971e-02 5.843229971588760918e+02
9.414252546105054688e+13 5.683639006941917926e-02 5.843445588257121699e+02
9.413833418115992188e+13 5.699239645958394801e-02 5.843661174402615188e+02
9.413414288610459375e+13 5.714839334253968978e-02 5.843876730038460892e+02
9.412995157588276562e+13 5.730438072718203185e-02 5.844092255177735069e+02
9.412576025049856250e+13 5.746035862217590412e-02 5.844307749833191110e+02
9.412156890994431250e+13 5.761632703662047938e-02 5.844523214018184945e+02
9.411737755422410938e+13 5.777228597916706648e-02 5.844738647745447224e+02
9.411318618333912500e+13 5.792823545856687351e-02 5.844954051027847299e+02
9.410899479728757812e+13 5.808417548367288130e-02 5.845169423878392081e+02
9.410480339606767188e+13 5.824010606333223511e-02 5.845384766310078248e+02
